ds,y
2010-01-01,-1.6911433171356263
2010-01-02,-6.0821267292541314
2010-01-03,-3.4020210952907055
2010-01-04,1.1735913776324023
2010-01-05,4.910752494324749
2010-01-06,6.177065738485882
2010-01-07,4.795743906301849
2010-01-08,-0.5876575749057819
2010-01-09,-4.330293757275513
2010-01-10,-2.0834888718275124
2010-01-11,2.0997304997357427
2010-01-12,6.69686384389515
2010-01-13,6.84183049755659
2010-01-14,5.232492744306284
2010-01-15,0.5387070117144616
2010-01-16,-0.3106063302349725
2010-01-17,-0.00347401238595349
2010-01-18,4.790750125273094
2010-01-19,8.624031149678721
2010-01-20,8.105344537231122
2010-01-21,6.548661093113178
2010-01-22,4.14800881062534
2010-01-23,-1.5920171895078004
2010-01-24,2.0162911412654587
2010-01-25,5.460381834297236
2010-01-26,7.770716599665113
2010-01-27,10.979499588515557
2010-01-28,8.83891762796723
2010-01-29,3.7408611562473575
2010-01-30,1.701264598774507
2010-01-31,4.34654107972194
2010-02-01,6.013272389394907
2010-02-02,12.413104300990783
2010-02-03,13.1387086804742
2010-02-04,7.574410165576074
2010-02-05,4.841161138507721
2010-02-06,2.341762218617288
2010-02-07,4.791603132413636
2010-02-08,8.673539558726544
2010-02-09,13.027550631970565
2010-02-10,10.890818940000766
2010-02-11,11.170281234849899
2010-02-12,5.97982673004844
2010-02-13,1.189348414413653
2010-02-14,5.379843313265531
2010-02-15,6.947172294179727
2010-02-16,12.731150193252688
2010-02-17,12.533249368277875
2010-02-18,10.162614627086393
2010-02-19,6.565471215290153
2010-02-20,3.2286828735318758
2010-02-21,3.0993868037686294
2010-02-22,8.822137290059315
2010-02-23,11.259267245614804
2010-02-24,14.020795072482723
2010-02-25,9.661370024636023
2010-02-26,6.8179459562092575
2010-02-27,4.462546416345787
2010-02-28,7.1063191516987825
2010-03-01,7.11758738032457
2010-03-02,13.300415898163795
2010-03-03,12.738039966799157
2010-03-04,11.772456399160196
2010-03-05,6.749517797372531
2010-03-06,5.020217433212979
2010-03-07,6.6666143264304285
2010-03-08,8.730507245677613
2010-03-09,13.078737663390191
2010-03-10,14.936978945004839
2010-03-11,10.866901891918976
2010-03-12,7.593749198542092
2010-03-13,5.394811125167815
2010-03-14,4.614079058053797
2010-03-15,8.003048157944828
2010-03-16,13.702375259770331
2010-03-17,15.346796398164663
2010-03-18,10.21635225449659
2010-03-19,7.856370212501402
2010-03-20,4.3013053143153135
2010-03-21,5.501097864053613
2010-03-22,10.529004289065359
2010-03-23,13.66617850629922
2010-03-24,13.708805009751647
2010-03-25,11.716028012174858
2010-03-26,7.324951253353475
2010-03-27,4.779152797614891
2010-03-28,7.337411982149049
2010-03-29,9.406016860938472
2010-03-30,13.07818325533387
2010-03-31,15.198228433198397
2010-04-01,12.843742432446888
2010-04-02,7.854033922472877
2010-04-03,4.0686018151246754
2010-04-04,6.465763460041676
2010-04-05,12.71682748409373
2010-04-06,14.826508967077775
2010-04-07,13.549366659698427
2010-04-08,11.715221057314746
2010-04-09,8.413195239132708
2010-04-10,6.172540507575525
2010-04-11,6.061951796190202
2010-04-12,12.666376292875364
2010-04-13,14.789452023334018
2010-04-14,15.611052836304175
2010-04-15,13.674321311523578
2010-04-16,8.477139314309804
2010-04-17,3.4752325983442756
2010-04-18,5.89011147349259
2010-04-19,9.696564975027977
2010-04-20,14.002996721756958
2010-04-21,15.551004878474286
2010-04-22,13.456510879343902
2010-04-23,7.5041507495866355
2010-04-24,4.934588596521586
2010-04-25,6.4942344156826035
2010-04-26,11.067608642549864
2010-04-27,14.974819757404738
2010-04-28,15.89935019547563
2010-04-29,13.68743929034409
2010-04-30,7.89028638412756
2010-05-01,6.621223211990686
2010-05-02,6.606000568141277
2010-05-03,10.280597187988397
2010-05-04,15.875674416328987
2010-05-05,14.55873996673467
2010-05-06,11.295788349318679
2010-05-07,9.04715782028176
2010-05-08,4.916740082345922
2010-05-09,6.997107295235635
2010-05-10,10.135328787599839
2010-05-11,11.709409453625348
2010-05-12,14.652773834656777
2010-05-13,12.111957943328482
2010-05-14,6.965169801137666
2010-05-15,4.7760867967858145
2010-05-16,6.259699668730894
2010-05-17,10.385409030670527
2010-05-18,13.471620106366583
2010-05-19,12.715364500995692
2010-05-20,10.74311067955301
2010-05-21,5.288490496983744
2010-05-22,2.750138413920951
2010-05-23,3.5845740041689966
2010-05-24,7.845197728971313
2010-05-25,12.1318039404573
2010-05-26,14.915819231280386
2010-05-27,10.143265829821017
2010-05-28,7.309987002755406
2010-05-29,2.5339060304442014
2010-05-30,4.0900381667725885
2010-05-31,6.722681179656644
2010-06-01,11.047117942673752
2010-06-02,11.036022673257667
2010-06-03,9.506853755293783
2010-06-04,3.534205542670171
2010-06-05,1.0909065859809008
2010-06-06,2.532058235551835
2010-06-07,6.391856547218228
2010-06-08,10.118956050340676
2010-06-09,9.883561998511462
2010-06-10,6.083485163693284
2010-06-11,0.8763467655340014
2010-06-12,-0.5290641216885577
2010-06-13,0.5193321216197396
2010-06-14,4.106132143505625
2010-06-15,7.7866401951175215
2010-06-16,9.789117799196317
2010-06-17,6.027854355375217
2010-06-18,1.778789421584889
2010-06-19,-1.711335307662122
2010-06-20,1.596191993591319
2010-06-21,3.4607247586153
2010-06-22,5.211207996967201
2010-06-23,7.515788962546861
2010-06-24,3.9858436667589707
2010-06-25,-0.5281954533808251
2010-06-26,-1.6207460858992018
2010-06-27,1.0236098455165097
2010-06-28,1.1251418236714583
2010-06-29,5.654581164265511
2010-06-30,6.046492003310668
2010-07-01,1.6527453507083139
2010-07-02,0.386846262797087
2010-07-03,-4.807611284015232
2010-07-04,-2.2367243715692506
2010-07-05,1.8959713034379164
2010-07-06,4.083425116457882
2010-07-07,3.9489105792297217
2010-07-08,-0.7058396628051247
2010-07-09,-1.642323883750974
2010-07-10,-3.1634371616424817
2010-07-11,-4.935364337587435
2010-07-12,-0.283507598402973
2010-07-13,2.48715752482749
2010-07-14,3.1177196827447338
2010-07-15,2.371007734744409
2010-07-16,-3.423008638917745
2010-07-17,-6.369704492644311
2010-07-18,-5.238398298157514
2010-07-19,-1.364960389690014
2010-07-20,0.6070429450074533
2010-07-21,2.828523152641427
2010-07-22,1.9600894258731478
2010-07-23,-3.3975968012736595
2010-07-24,-7.556063175168933
2010-07-25,-6.154825496372516
2010-07-26,-1.3392706044827718
2010-07-27,1.4120767860274224
2010-07-28,4.413851409980159
2010-07-29,-0.6160809371556641
2010-07-30,-5.1071196047627385
2010-07-31,-9.257222377501826
2010-08-01,-8.952455038187216
2010-08-02,-2.537412179019461
2010-08-03,-0.2943172169759923
2010-08-04,0.1158804282344269
2010-08-05,-1.4057017243564522
2010-08-06,-7.0263478472112
2010-08-07,-8.326173331738875
2010-08-08,-7.967849451113139
2010-08-09,-5.157217510369876
2010-08-10,-0.5345772084000351
2010-08-11,-1.4824753938494855
2010-08-12,-2.3544485847293206
2010-08-13,-7.929504742874635
2010-08-14,-10.279022488417938
2010-08-15,-8.152036896263237
2010-08-16,-5.545704460667658
2010-08-17,-2.502983792311518
2010-08-18,-0.03911567583373532
2010-08-19,-4.035447777379971
2010-08-20,-7.289308294649642
2010-08-21,-12.110268465081775
2010-08-22,-10.765218096424949
2010-08-23,-7.76383427843068
2010-08-24,-4.221592862866352
2010-08-25,-1.7245750341378898
2010-08-26,-5.525831677936432
2010-08-27,-10.037090125693327
2010-08-28,-11.892546133860023
2010-08-29,-12.279871999018216
2010-08-30,-7.522861657192323
2010-08-31,-4.15893824115141
2010-09-01,-0.946242958306458
2010-09-02,-6.439948962268153
2010-09-03,-11.550119533793788
2010-09-04,-13.412465017667069
2010-09-05,-11.70616666122265
2010-09-06,-8.98364945863963
2010-09-07,-4.9678112548493285
2010-09-08,-4.7388917572824125
2010-09-09,-7.137649192362601
2010-09-10,-10.33734593174579
2010-09-11,-12.586256957861774
2010-09-12,-12.097668362630746
2010-09-13,-7.60653798349517
2010-09-14,-4.863268233397203
2010-09-15,-3.359359726299739
2010-09-16,-6.508003676844586
2010-09-17,-11.253854272091122
2010-09-18,-16.53403241321291
2010-09-19,-13.38314549130937
2010-09-20,-8.478992471573822
2010-09-21,-6.333467706171236
2010-09-22,-2.9660813583766186
2010-09-23,-6.668194986593832
2010-09-24,-10.28446483459259
2010-09-25,-12.754729583908313
2010-09-26,-15.700346847253734
2010-09-27,-8.736386859085814
2010-09-28,-5.506739011837405
2010-09-29,-3.8908412525550093
2010-09-30,-6.608587542916851
2010-10-01,-12.461204755423003
2010-10-02,-15.641094344594878
2010-10-03,-14.719635380839815
2010-10-04,-9.589839601155386
2010-10-05,-6.782590163927338
2010-10-06,-6.029148615118184
2010-10-07,-8.169538879417214
2010-10-08,-11.560780367854973
2010-10-09,-15.269524030969787
2010-10-10,-12.497695160228199
2010-10-11,-10.236665793090513
2010-10-12,-4.118537963426145
2010-10-13,-5.446901080783913
2010-10-14,-7.399059886897275
2010-10-15,-11.27335630026616
2010-10-16,-14.932923587800836
2010-10-17,-13.562586434449496
2010-10-18,-8.68618110397885
2010-10-19,-5.486798355266073
2010-10-20,-4.337837471267725
2010-10-21,-6.941574787186238
2010-10-22,-10.634656081017896
2010-10-23,-14.185863597912526
2010-10-24,-10.64247806954547
2010-10-25,-10.154070339905086
2010-10-26,-4.2914107785690705
2010-10-27,-3.4033590756199703
2010-10-28,-6.3705373297223655
2010-10-29,-11.510027812164973
2010-10-30,-12.12445109946546
2010-10-31,-13.434493072321644
2010-11-01,-7.1786009472918995
2010-11-02,-3.851200818228491
2010-11-03,-3.3638110071243865
2010-11-04,-6.849014448962946
2010-11-05,-10.464862732327056
2010-11-06,-14.71704847922057
2010-11-07,-10.695061457237777
